,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,Cap Malheureux,-19.9842,57.6142,73.99,76,8,3.0,MU,1616104848
350,Udachny,66.4167,112.4,10.35,87,98,17.74,RU,1616104605
351,Kutum,14.2,24.6667,74.59,19,79,13.31,SD,1616104849
352,Roald,62.5833,6.1333,39.2,93,75,2.3,NO,1616104850
353,Bam,29.106,58.357,73.56,22,84,9.33,IR,1616104851
354,Bontang,0.1333,117.5,76.35,87,79,5.59,ID,1616104851
355,Lev Tolstoy,53.2134,39.446,21.51,97,100,2.1,RU,1616104852
356,Saint Anthony,45.0205,-93.218,51.8,28,1,11.5,US,1616104853
357,Macamic,48.7502,-78.9996,23.0,36,1,12.66,CA,1616104854
358,Guiratinga,-16.3494,-53.7583,73.56,91,100,4.14,BR,1616104855
359,Naze,28.3667,129.4833,66.2,94,75,2.3,JP,1616104856
360,Panguna,-6.3164,155.4848,75.47,83,63,1.54,PG,1616104856
361,Laas,46.6166,10.7002,44.6,68,0,5.75,IT,1616104676
362,Alice Springs,-23.7,133.8833,60.8,82,95,9.44,AU,1616104857
363,Salym,60.0625,71.4789,24.62,87,100,9.06,RU,1616104858
364,Inuvik,68.3499,-133.7218,-2.2,77,39,10.36,CA,1616104859
365,Llanes,43.4198,-4.7549,52.0,57,95,5.08,ES,1616104859
366,Cherëmukhovo,60.3484,59.9851,22.41,96,99,2.55,RU,1616104860
367,Ouro Fino,-22.2831,-46.3692,68.05,91,100,1.9,BR,1616104860
368,Lethem,3.3803,-59.7968,88.41,46,37,11.03,GY,1616104861
369,Mujiayingzi,42.1167,118.7833,31.86,81,31,4.88,CN,1616104861
370,Guerrero Negro,27.9769,-114.0611,69.22,45,56,14.09,MX,1616104862
371,Cockburn Town,21.4612,-71.1419,78.8,57,40,9.22,TC,1616104863
372,Monrovia,6.3005,-10.7969,75.2,94,40,4.63,LR,1616104863
373,Puerto del Rosario,28.5004,-13.8627,64.4,72,20,14.97,ES,1616104801
374,Seminole,28.7086,-81.2081,84.99,48,1,19.57,US,1616104864
375,Pedersore,63.65,22.6833,21.0,73,0,8.05,FI,1616104865
376,Southend-on-Sea,51.5378,0.7143,46.0,96,100,1.01,GB,1616104861
377,Kashira,54.8444,38.1669,32.0,86,20,6.71,RU,1616104866
378,Bridgetown,13.1,-59.6167,80.6,57,40,16.11,BB,1616104728
379,Kindu,-2.95,25.95,71.69,84,44,2.24,CD,1616104693
380,Okha,53.5739,142.9478,13.35,78,89,14.12,RU,1616104867
381,La Paz,-16.5,-68.15,50.0,76,75,6.91,BO,1616104577
382,São Filipe,14.8961,-24.4956,71.4,80,10,5.64,CV,1616104868
383,Tanete,-3.9443,119.7848,74.05,95,86,0.22,ID,1616104869
384,Zhuhai,22.2769,113.5678,75.99,94,40,6.91,CN,1616104869
385,Samarai,-10.6167,150.6667,82.06,74,45,2.21,PG,1616104870
386,Pangody,65.85,74.4859,8.91,95,100,4.36,RU,1616104871
387,Coquimbo,-29.9533,-71.3436,63.03,72,9,7.2,CL,1616104871
388,Poronaysk,49.2167,143.1167,20.12,73,100,7.27,RU,1616104872
389,Esim,4.8699,-2.2405,78.6,82,99,5.99,GH,1616104689
390,Muyezerskiy,63.9333,31.65,7.27,96,99,10.4,RU,1616104873
391,Fairbanks,64.8378,-147.7164,12.0,66,40,4.61,US,1616104680
392,Pochutla,15.7432,-96.4661,89.6,37,1,13.8,MX,1616104692
393,Marzuq,14.4,46.4667,59.9,44,79,3.49,YE,1616104875
394,Shimoda,34.6667,138.95,52.0,75,50,1.99,JP,1616104875
395,Tshane,-24.0196,21.8684,71.38,60,13,1.81,BW,1616104876
396,Prosvet,55.5703,65.0825,17.37,90,100,7.63,RU,1616104877
397,Freeport,40.6576,-73.5832,45.0,93,90,11.5,US,1616104877
398,Tiksi,71.6872,128.8694,-9.4,99,100,11.01,RU,1616104878
399,Osečina,44.3731,19.6014,35.01,100,90,3.44,RS,1616104878
400,Zyuzel'skiy,56.4856,60.1331,24.8,68,0,11.18,RU,1616104879
401,Tibati,6.4667,12.6333,69.96,84,100,2.91,CM,1616104879
402,Claveria,18.6074,121.0832,78.15,90,85,10.54,PH,1616104880
403,Kupang,-10.1667,123.5833,73.4,100,20,1.14,ID,1616104881
404,San Patricio,28.017,-97.5169,78.8,17,1,14.97,US,1616104881
405,Tual,-5.6667,132.75,83.14,68,100,2.73,ID,1616104882
406,Chulym,55.0997,80.9572,12.02,96,99,9.01,RU,1616104882
407,Darova,45.642,21.7733,37.0,100,20,5.75,RO,1616104883
408,Namatanai,-3.6667,152.4333,82.96,69,86,5.79,PG,1616104883
409,La Ligua,-32.4524,-71.2311,64.4,59,0,11.5,CL,1616104884
410,Kruisfontein,-34.0033,24.7314,71.01,75,18,5.01,ZA,1616104703
411,Santa Maria,-29.6842,-53.8069,73.4,64,40,3.44,BR,1616104885
412,Kununurra,-15.7667,128.7333,77.0,100,90,5.32,AU,1616104886
413,Sungai Penuh,-2.0833,101.3833,64.98,98,99,0.58,ID,1616104886
414,Soyo,-6.1349,12.3689,81.19,81,91,7.45,AO,1616104887
415,Hamilton,39.1834,-84.5333,46.99,81,90,18.41,US,1616104807
416,Krasnosel'kup,65.7,82.4667,-3.1,98,95,9.95,RU,1616104888
417,Bambous Virieux,-20.3428,57.7575,75.2,83,20,9.91,MU,1616104888
418,Broome,42.2506,-75.833,41.0,93,90,11.5,US,1616104889
419,Njinikom,6.2333,10.2833,66.11,91,98,1.81,CM,1616104890
420,Codrington,-38.2667,141.9667,59.99,90,4,7.72,AU,1616104890
421,Necochea,-38.5473,-58.7368,57.99,68,47,3.42,AR,1616104891
422,Jackson,42.4165,-122.8345,60.8,39,75,13.8,US,1616104684
423,Lázaro Cárdenas,17.9583,-102.2,81.1,60,0,9.17,MX,1616104892
424,Ouadda,8.0777,22.4007,72.3,72,94,3.85,CF,1616104893
425,Chai Badan,15.2,101.1333,82.99,74,16,7.49,TH,1616104812
426,Lagoa da Canoa,-9.8297,-36.7378,76.48,71,6,14.72,BR,1616104894
427,Kokopo,-4.352,152.2633,80.83,75,2,2.51,PG,1616104894
428,Hendek,40.7994,30.7481,39.2,100,75,3.53,TR,1616104895
429,Khani,41.9563,42.9566,44.6,87,75,2.3,GE,1616104651
430,Cabo San Lucas,22.8909,-109.9124,79.0,41,1,9.22,MX,1616104759
431,Tonneins,44.3921,0.3124,43.0,70,0,5.75,FR,1616104896
432,Gīdam,18.9833,81.4,71.42,58,96,1.81,IN,1616104897
433,Tecozautla,20.5333,-99.6333,73.4,28,1,14.97,MX,1616104897
434,La Maddalena,41.2142,9.4083,46.4,93,0,3.44,IT,1616104898
435,Chilca,-12.5211,-76.7372,77.0,61,0,11.5,PE,1616104898
436,Vanimo,-2.6741,141.3028,77.97,85,100,5.39,PG,1616104899
437,Werda,-25.2667,23.2833,75.79,43,80,4.47,BW,1616104900
438,Norfolk,42.1668,-71.2495,45.0,100,100,8.05,US,1616104836
439,Sompeta,18.9333,84.6,76.15,49,100,8.14,IN,1616104901
440,Daru,-9.0763,143.2092,77.49,86,88,7.61,PG,1616104834
441,Banda Aceh,5.5577,95.3222,79.0,79,71,0.98,ID,1616104902
442,Iztapa,13.9333,-90.7075,87.8,48,1,18.41,GT,1616104903
443,Barcelos,41.5388,-8.6151,57.2,51,0,8.05,PT,1616104904
444,Brownsville,25.9018,-97.4975,77.0,27,1,9.22,US,1616104888
445,Jaciara,-15.9653,-54.9683,74.59,91,98,1.48,BR,1616104833
446,Guadalajara,20.6667,-103.3333,93.0,14,1,5.75,MX,1616104830
447,Silistra,44.1167,27.2667,42.01,66,100,5.82,BG,1616104906
448,Port Hardy,50.6996,-127.4199,48.2,81,75,10.36,CA,1616104806
449,Norman Wells,65.282,-126.8329,3.2,85,90,9.22,CA,1616104907
450,Viranşehir,37.2353,39.7631,43.14,92,1,6.35,TR,1616104907
451,Pandan,14.0453,124.1694,79.07,87,43,7.2,PH,1616104908
452,Flin Flon,54.7682,-101.865,44.6,39,75,13.8,CA,1616104909
453,Arrondissement de Marseille,43.3333,5.5,45.0,62,74,6.51,FR,1616104909
454,Jais,26.25,81.5333,74.77,26,97,4.09,IN,1616104708
455,High Rock,26.6208,-78.2833,78.8,73,20,17.27,BS,1616104910
456,Obanazawa,38.6033,140.4019,37.4,75,75,1.14,JP,1616104706
457,Nova Olímpia,-14.7972,-57.2881,74.77,90,99,1.86,BR,1616104911
458,Andradas,-22.0681,-46.5692,68.34,91,100,1.7,BR,1616104912
459,Shenkursk,62.1091,42.896,9.34,95,86,5.55,RU,1616104912
460,Plettenberg Bay,-34.0527,23.3716,65.75,85,12,9.95,ZA,1616104913
461,Hobyo,5.3505,48.5268,80.82,81,8,12.46,SO,1616104913
462,Hermosillo,29.0667,-110.9667,86.0,11,42,3.0,MX,1616104914
463,Kaeo,-35.1,173.7833,64.99,83,24,5.99,NZ,1616104915
464,Exeter,50.7236,-3.5275,46.0,91,97,7.38,GB,1616104634
465,Jatai,-17.8814,-51.7144,71.4,91,100,4.59,BR,1616104647
466,Verkhnetulomskiy,68.6073,31.7962,14.0,85,75,2.24,RU,1616104916
467,Strunino,56.3833,38.5667,24.08,97,87,4.5,RU,1616104917
468,Katherine,-14.4667,132.2667,75.2,100,68,2.3,AU,1616104917
469,Severomuysk,56.1481,113.4267,-0.51,94,98,3.02,RU,1616104918
470,Øksfjord,70.2396,22.3479,21.2,85,0,3.44,NO,1616104919
471,Moranbah,-22.0016,148.0466,74.32,83,87,15.32,AU,1616104919
472,Saskylakh,71.9167,114.0833,-22.92,93,100,11.34,RU,1616104920
473,Deputatsky,69.3,139.9,-29.88,72,0,3.42,RU,1616104921
474,Swift Current,50.2834,-107.8014,59.0,26,1,24.16,CA,1616104808
475,Shorewood,41.52,-88.2017,46.0,61,1,21.85,US,1616104846
476,Mumford,5.2618,-0.759,80.2,80,100,15.17,GH,1616104922
477,Outjo,-20.1167,16.15,67.19,75,25,2.19,NA,1616104923
478,Garoowe,8.4054,48.4845,70.21,89,23,10.02,SO,1616104924
479,Olden,61.8364,6.8064,37.4,93,75,2.89,NO,1616104924
480,Koutiala,12.3917,-5.4642,84.24,11,1,7.09,ML,1616104925
481,Kedrovyy,56.1667,91.8167,15.8,79,40,8.95,RU,1616104926
482,Wajir,1.7471,40.0573,83.41,53,54,19.57,KE,1616104927
483,Marsá Maţrūḩ,31.3525,27.2453,51.8,76,0,3.44,EG,1616104927
484,Adrar,20.5022,-10.0711,69.89,11,0,1.86,MR,1616104928
485,Funadhoo,6.15,73.2667,82.27,70,82,5.39,MV,1616104928
486,Sørland,67.667,12.6934,32.0,40,0,6.91,NO,1616104929
487,Jinxiang,27.4327,120.6062,58.03,91,99,7.09,CN,1616104930
488,Lewistown,40.5992,-77.5714,46.99,100,90,9.22,US,1616104930
489,Maragogi,-9.0122,-35.2225,79.12,78,70,6.93,BR,1616104705
490,Hommelvik,63.4108,10.7942,35.01,93,20,6.91,NO,1616104932
491,Houston,29.7633,-95.3633,68.0,32,1,12.66,US,1616104682
492,Linqing,36.8456,115.7117,38.89,54,17,4.99,CN,1616104933
493,Ulaangom,49.9811,92.0667,6.35,88,100,1.86,MN,1616104933
494,Pimentel,-6.8367,-79.9342,78.8,65,0,19.57,PE,1616104934
495,Mayumba,-3.432,10.6554,78.96,84,100,3.24,GA,1616104935
496,Vila Velha,-20.3297,-40.2925,80.6,78,40,10.36,BR,1616104825
497,Meadow Lake,34.8014,-106.5436,66.99,20,75,6.98,US,1616104936
498,Scarborough,54.2797,-0.4044,44.01,93,100,7.0,GB,1616104807
499,Khasan,42.4308,130.6434,34.05,62,28,4.38,RU,1616104937
500,Rome,34.257,-85.1647,57.0,68,93,12.86,US,1616104650
501,Tarbagatay,51.4803,107.3602,6.8,78,0,1.68,RU,1616104938
502,Velizh,55.6056,31.1967,25.81,87,99,2.73,RU,1616104939
503,Praxédis Guerrero,31.3667,-106.0167,69.01,16,20,6.91,MX,1616104939
504,Nong Kung Si,16.65,103.3,82.99,99,26,4.38,TH,1616104940
505,Buraidah,26.326,43.975,71.6,40,0,18.41,SA,1616104940
506,Mandera,3.9366,41.867,86.27,49,62,5.99,KE,1616104941
507,Nybro,56.7446,15.9071,33.01,100,75,8.05,SE,1616104941
508,Zalesovo,53.9939,84.7431,8.83,96,100,4.05,RU,1616104942
509,Lima,-12.0432,-77.0282,77.0,61,0,11.5,PE,1616104720
510,Atar,20.5169,-13.0499,76.91,10,0,7.31,MR,1616104943
511,Rabo de Peixe,37.8,-25.5833,57.2,77,20,11.5,PT,1616104943
512,Dunedin,-45.8742,170.5036,55.99,71,55,10.0,NZ,1616104719
513,Calderitas,18.55,-88.25,86.0,70,40,13.8,MX,1616104944
514,Divnoye,45.9089,43.3547,39.58,95,100,6.35,RU,1616104945
515,Moyale,3.5167,39.0584,72.21,65,67,3.56,KE,1616104946
516,Springdale,36.1867,-94.1288,43.0,100,90,16.11,US,1616104914
517,Saskatoon,52.1168,-106.6345,51.8,37,20,16.11,CA,1616104805
518,Marquette,46.5333,-87.6335,30.99,70,1,9.13,US,1616104947
519,Ushtobe,45.2514,77.9838,24.93,61,0,15.99,KZ,1616104948
520,Konakovo,56.7,36.7667,26.19,95,92,3.8,RU,1616104948
521,Caucaia,-3.7361,-38.6531,82.0,83,20,4.61,BR,1616104949
522,Zunyi,27.6867,106.9072,62.42,93,96,7.09,CN,1616104949
523,Zhangye,38.9342,100.4517,33.91,42,100,6.67,CN,1616104950
524,Pitsunda,43.1592,40.3378,44.6,87,90,6.71,GE,1616104950
525,Grafton,42.207,-71.6856,43.0,93,90,10.36,US,1616104929
526,Batemans Bay,-35.7167,150.1833,69.01,84,100,1.99,AU,1616104951
527,Yashkul',46.1711,45.3435,39.15,95,100,9.57,RU,1616104952
528,Yantal',56.8471,105.2542,10.54,96,96,3.91,RU,1616104953
529,Majene,-3.5403,118.9707,78.57,81,89,3.96,ID,1616104953
530,Tigil',57.8,158.6667,11.37,94,100,5.93,RU,1616104954
531,Mahabalipuram,12.6264,80.1722,75.2,78,40,1.81,IN,1616104955
532,Seoul,37.5683,126.9778,55.4,76,88,1.14,KR,1616104815
533,Constantine,36.365,6.6147,42.8,87,40,4.61,DZ,1616104956
534,Morgan City,29.6994,-91.2068,66.0,55,1,10.36,US,1616104956
535,Teya,60.3778,92.6267,13.77,94,100,5.91,RU,1616104957
536,Garissa,-0.4536,39.6401,80.46,69,89,14.36,KE,1616104957
537,Burnie,-41.0667,145.9167,61.0,62,31,14.0,AU,1616104958
538,Itarema,-2.9248,-39.9167,78.49,82,95,7.29,BR,1616104440
539,Makakilo City,21.3469,-158.0858,73.4,73,90,11.5,US,1616104959
540,Ada,43.4166,-116.1262,66.99,20,1,18.41,US,1616104835
541,Örnsköldsvik,63.2909,18.7153,21.2,53,0,5.75,SE,1616104960
542,Esperance,-33.8667,121.9,57.2,94,0,8.05,AU,1616104960
543,Christchurch,-43.5333,172.6333,64.0,67,0,2.3,NZ,1616104775
544,Kontagora,10.3999,5.4695,85.73,35,100,2.91,NG,1616104961
545,Port-Gentil,-0.7193,8.7815,78.8,89,20,3.44,GA,1616104962
546,Khorol,49.7837,33.2783,32.05,82,100,5.37,UA,1616104962
547,Gornopravdinsk,60.05,69.9,24.91,83,100,9.08,RU,1616104963
548,Siniscola,40.5719,9.6922,44.6,93,40,2.3,IT,1616104964
549,Coacoyul,17.8058,-99.11,95.0,22,29,1.68,MX,1616104964
550,Khovd,48.0056,91.6419,18.91,43,100,1.74,MN,1616104965
551,Visnes,59.3556,5.2242,42.8,81,75,10.36,NO,1616104966
552,Islamey,43.6756,43.455,41.0,87,75,2.24,RU,1616104966
553,Aktash,50.3,87.7333,-7.35,89,67,2.06,RU,1616104967
554,Riberalta,-10.9833,-66.1,78.8,83,90,20.71,BO,1616104967
555,Amalāpuram,16.5833,82.0167,70.21,89,98,1.95,IN,1616104968
556,Tokur,53.1333,132.9,1.33,97,82,1.99,RU,1616104968
557,Evensk,61.95,159.2333,7.02,73,100,11.23,RU,1616104969
558,Sarandi,-23.4436,-51.8739,72.34,73,76,3.22,BR,1616104970
559,Andra,62.5147,65.8878,23.88,97,100,5.79,RU,1616104970
560,Juba,4.8517,31.5825,77.63,66,50,5.64,SS,1616104971
561,Maceió,-9.6658,-35.7353,78.8,83,0,9.22,BR,1616104944
562,Husiatyn,49.0726,26.2141,35.01,75,100,5.23,UA,1616104972
